@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'kataloglarinda yaptiklari yanlisliklari  evet yanlis o hehe  yuzsuzluguyle musterilerine aciklayan firma canon eos 30d fiyatini 173 ytl carpi 12 taksit demisler, bi de yanina yaklasik 400 ytllik flash hediye ol veriyolarmis. ur fiyatinin yarisi et yaklasik. bimekse kadar bosu bosuna hic yorulmayin. ',neg
'gün itibari mağaza creative zen vision m model kdv dahil 510ytl dir ki aynı ürün teknosa fiyat 1080ytl dir. koş ve stokla bit tüket lazım edit: bazı arkadaş ben düzelt ürün 1000dolar+kdv lik alışveriş geçer ol konu ama malesef yanıl ürün herhangi bir şart gerek o fiyat in gün itibari saat 10:00 da şu an ev çıkar belki bul şans var ürün stokla sınır sayı ',pos
'an itibari internet site çalış  teknoloji  market ',neg
'bornova forum isim ile bornova daki iki mağaza da aç yine pek yakın maslak ve yeşilköy mağaza hizmet gir ol kur ',nm
'şu ana kadar al bütün ürün evet bütün arıza çık garip mağaza zincir müşteri karşı anlayış ol bu gerçek değiş ',neg
'gün itibari diğer teknoloji mağaza 250$+kdv gibi bir fiyat satı ürün 199$+kdv ye sat buyrun link http://www.bimeks.com.tr/…tions.jsp?promotionid=576 buyrun ürün (bkz: dell e196fp) ',pos
'99 gün boyun 99 ürün çok cazip indir yap ol firma son 2 hafta yap indir gerçek taktir değer ol takip et kampanya ',pos
'ne web site çalış ne yeni açı teknoport dene mağaza telefon çalış ne online çağrı merkezi cevap ver ne ol acaba kapat git mi ',neg
'süper evropai bir yer türk lira üzeri fiyatla bile bulun ',neg
'(bkz: bimeks teknoport) ',nm
'web arayuzu uzerinden calisan otomasyon sistem ol magazalarda calisan reyon sorumlulari ol bir yavaslik bir yol yordam bil icinde calismaya devam ede firma satin alinan ur garanti kapsami icinde bozulmamasi icin gece gunduz dua et gerek zira bozul cihazi geri goturdugunuzde cihazin gercekten bozuk oldugunu anlayip kaydini acarak geri al sure 1 saat tamir sure 30 takvim gunu uzerinde. ustune cihazin tamir geldigini telefon edip ogrenebiliyorsunuz(kimse siz don yani ustune bir de tamir edildigini dusundugunuz cihazi al gittiginizde de aslinda siz degil baskasina ait bir cihazin siz ver calisildigini, goruyorsunuz. tabi bu da yine yaklasik 1 saat suruyor. velhasil ucuz musteri cekmeye calisan ama kot servis yuzunden cok insan kacirdigini dusundugum bir garip firma ',neg
'web site ol başarı teknoloji market ürün grup tek kalem listele ve liste özel imkan sunmamakta{marka, özel vb fiyat göre sırala mümkün ol da onlar sayfa dolan hiç de keyif değil ',neg
'22 - 24 nisan ara üç gün öğrenci kimlik ibraz et kdv al teknoloji market bayram çocuk bayram ama üniversite öğrenci de aynı kıyak geç ',pos
'onlarcasi bir sergile laptop ya da monitor gibi bir ur alacaksaniz buy ihtimal teshir ur ver magazalar zincir gerci zincir magazalarin cogu boyle, gene de ur alirken teshir ur olmamasina dikkat edin ',pos
'hak sadece iyi şey yaz bir donanım perakende ',pos
'al sims expansion pack ini şifre ile register ol başar geri götürdüğümde(bu şifre ile zaten register ol dene ben paket yeni ver o yüzde sev kendi gönül rahat ile oyun al bir yer ',pos
'teknosa ya göre tercih et bir teknoloji mağaza ha ben kal yazıcıoğlu ndan şaş deri ',pos
'zaman zaman bazi urunleri piyasa fiyatinin cok altinda satisa sun musterilerini sasirtan firma fakat bu ne promosyon yapiyor, ne site duyur kendi magazada gez farketmediginiz sure faydalanamiyorsunuz. bir nevi easter egg gibi ',pos
'biraz önce forum bornova mağaza al bilgi kitap içinde asıl fiyat 159$ ol packard bell store & save 500 mb kapasite ürün en arka sayfa sanki çok indir yap gibi 1.000$ lık ürün satı alın 199$ dan -e hani 159$ du?- 99$ a indir kurnaz yap çalış rezil ol firma ',neg
'hepsiburada.com da 639ytl ol ur  # 897,00 ytl yerin sadece bimeks te 697,00 ytl  diye reklam yap firma ',neg
'99 gun boyun her gun bir ur indir olacagi kampanyalarini tekrar baslatmis kendi ihtiyaciniz ol ur indir gir bekle cok da cazip bir fiyat al takip et yarar var ',pos
'99 gün boyun indir sadece world car taksit yap firma.world car yoksa ya peşin vermeniz(kartla tek çekim ya da nakit ya da indir vazgeç gerekiyor.mp4 playerı al dön bu yüzünden.ama ihtiyaç ol bir ürün bu 99 ürün içeri ol kaçır deri ',pos
'eskişehir espark avm dek mağaza kesin alışveriş yap gerek firmadır.ayıplı ürün sat adet hal getir ve bu da zerre rahat olmadık çalış personel cehalet ve de pişkin anla için herhangi donanım ürün bir adet al yeterlidir.akabinde geçir sinir kriz ise yan kar ',neg
'bilgi işlem eleman otur maç izle düşün firma genel maç saat site güncel yap ama diğer gün saat 8 ol mu hemen site güncel yap ',neg
'kadıköy mühürdar cadde nde outlet mağaza var ölü pik sahip monitör amalajı yırt iade et servis kayıt bulun bilgisayar/elektronik ürün indir ol satı değer mi san ',neg
'yeşil sermaye kur ol kuvvet muhtemel bugün gir bimekste, tüm televizyon samanyolu tv açık ve içeri baş ört kız çalış i ',nm
'online alışveriş olanak sun bir internet site sahip elektronik mağzalar zincir ',neg
'sosyal fobiklerin alışveriş yap zorla düşün teknoloji satış nokta biri dolar ve euro üzeri etiket koy onda sonra ben sosyal fobiğimin bütün cesaret topla kasiyer tl. üzeri fiyat sor ya da barkod oku bekle zaten zar zor el titre şifre gir ya da para üst bekle garip sen gel hayat daha da zorla (bkz: ama hak bu öyle değil mi ',neg
'fiyatlari amerikan dolari uzerinden belirle ancak dolar odeme kabul et firma cunku piyasa gore yuksekce kur ytl hesaplayip ora da kar et ',neg
'iddia et en iyi fiyat biz diye bir slogan var ay önce kadar...yalanın ön gidenidir,aynı ürün başka bir mağaza çok daha ucuz alabilirsiniz,ayrıca yap indir bile diğer mağaza aynı fiyat in ürün fiyat ',neg
'bugün itibar onlar al ürün alışveriş kompleks içinde diğer bir mağaza üç adım öte ayol daha ucuz gör ki ürün iade girişim bulun ki sebep ol bittabii  daha ucuz gör  de ambalaj vs dem vur teknoloji market  hani siz ucuz gösteri bir şey yap  de ise ben belge iste belgesel talip çeker ne var dil ürün bedava ver alışveriş git tükan. edüt: slogan  daha ucuz bulun fark öde miş. ',neg
'artik kimse hd-dvd player ya da disk uretmedigi icin cope atilmis bir teknoloji sahip oldugu hal 247 ytl de toshiba hd-dvd alan yaninda alacagi tv yi indir vere firma tuketicinin haklarini koru diye buna deri yakinda 1970 lerden kal betamax video stoklarini da eri bas ',neg
'şu ant bayrampaşa şehir park garaj gün ad bi çadır var 1 hafta boyun outlet ürün %50 indir yapı kaçır ',pos
'tuketiciyi aptal yerin koy kampanya devam et e ben de afişe et devam ede son kampanya(!)larindan biri gore eski telefon onlar ver 100ytl indir yapiyorlar se w580 i 467ytl ye ver iyi de eski telefon ver w580 i kazikci hepsiburada dan 449ytl ye daha da kazikci teknosa dan da 449ytl ye al niye daha pahaliya sen alip bir de eski telefon vere ki ayni sey w380 icin de gecerli, w880 icin de vs vs vs) ',neg
'bir digital fotoğraf makine kampanya ol söylen gün 10 da açı mağaza 10:05 te git ve ürün tüken söyle  nasıl ol 5 dakkadamı?  de  evet maalesef  diye gayet rahat yalan söyle tip çalış bu tip yalan söyle rezil firma ',neg
'tüket aptal yerin koy ısrar ede teknoloji market kapı dağıt 97 ytl kampanya açıklama göre siz 1000 ytl lik alışveriş yap bu da siz kampanya ürün bir tane 97 ytl + kdv ye ver şimdi arkadaş 97 ytl + kdv ol lanse et philips dvp3260 ben 114.46 ytl ye gel aç dağıt o reklam broşür hemen içinde aynı ürün var ürün normal satış fiyat 124 ytl (kdv dahil artı fiyat diğer teknoloji market göre çok yüksek ara dağla kadar fark çık genel düzgün bir fiyat politika tut artı berbat kampanya düzenle sonra kar et eleman bir kısım çıkart diğer de ücret düşür biz halk ara bu tip şey genel  ayıp  de ',neg
'99 gün 99 ürün kampanya bu sene de uygula firma indir oran geçen sene biraz daha altın gibi gel de yine de uygun fiyat güzel ürün yakala mümkün ',pos
'an itibari hepsiburada.com da bile 400 ytl ol bir lcd monitoru 787 ytl ye sat teknoloji market bir alan bir bedava yap heralde, ya da ayak gorduler tuketiciyi bu kriz ortam ',neg
'levent metrocity de uç bucak gör bir yer aç öyle böyle değil insan bu kadar teknolojik ürün ve çeşitli içinde göz inan hele bir de  oem  ürün de koy ki bu tarz tekno-market lerin en büyük açık ol bir olay güzel ekarte et yani git vatan bilgisayar dır ıvır tıvırdır uğraş paşa gibi ram dir, harddisk tir alın bu sonra bura fakat bu hayvani yatırım neden kriz göbek yap o da merak konu dilek zaten metrocity nin en alt katı ve ücra köşe ol bu mekan kapa ve bu teknoloji tarla uzun yılla hizmet ver ',pos
'metrocity mağaza ufak bir reyon oyuncak beyaz eşya küçük ev alet bulun ',nm
'metrocitynin dip teknoport konseptinde oldukca büyük bir mağaza aç metrocitynin tamam reklam boğ karanlık ve izbe görüntü var ama çeşitli gayet iyi bide oyuncak reyon var küçük bir bölüm ama kapkaranlık uzak bakın korku tünel andırıyo yaklaş tırs ',neg
'metrocity mağaza karanlık ve izbe ol sebep mağaza eski otopark ol katı kapat aç ol otopark mağaza yapı aydınlat da bir yer kadar tabii ayrıca diğer şube bile ama bahis geçen mağaza en ucuz fiyat garanti ver mağaza gör ilan yalan edit: en ucuz fiyat garanti inan ve diğer zincir de fiyat kontrol et geç hafta bimekste 34 küsur lira satı hp 21 numara kartuş teknosa dan 31 lira bul mümkün ',neg
'birbir haber çalış barın firma yetki kişi görüş bile iki sefer git aynı kişi bul bakın aksi takdir müşteri temsil kendi dükkan çalış tanı şahit ol ',neg
'vatan ın 299$ a sattigi hatta kampanya yapinca $249 a bile sattilar bir iki defa asus eeepc1000ha yi turkcell 3g modem ve kontratli data paket al sartiyla $297 a sat magaza. ',pos
'web site dün gece beri iptal ol teknoloji market kamera kampanya yap güzel hafif dokun galiba ',nm
'alışveriş bit kasa yan dur dua kitap da bir tane al bura al alet önce çarp sonra kısa devre yap öyle de o değil de teknoloji market dua kitap iş ne ben bugün bu düşün ',neg
'reklam gibi ol ama şu an itibari piyasa en ucuz ps3 ve iphone 3gs satiyorlar. ara sıra böyle değişik ve güzel kampanya ol ',pos
'30 kasım 2009 tarihi özel online ol yapı alışveriş %20 indir yap teknoloji şey kampanya 1 aralık saat 10:00 a kadar geçer ',pos
'(bkz: bemeks) ',nm
'ankamall mağaza eleman biraz nasıl söyle yavaşla ',neg
'stok yok sadece teşhir ol var  böyle bir yer ',neg
'internet site para kap 18 kasım 2009 dan beri  sanal pos tan iade yap için yalvar ve 4 ay sonuç al şimdi kadar gör en kötü alışveriş sitem oluşum atıl mesaj yanıt al telefon ilet geç de biz siz ara de herhangi bir geri dönüş ol aşırı ciddiyet çalış hayat ilk defa bir firma mahkeme ver o printerı al olay siz siz ol bura kesin alışveriş yap sinir sistem yazık para yazık zaman yazık para iade 5 ay sonra yap editi: sikayetvar.com üzeri  bimeks 4 ay para iade et  başlık şikayet şu şekil yanıt ver ve para iade et fatura şirket ad kes dolayı taraf iade fatura iste fatura gönder dolayı da iade işlem hemen yapı iade fatura biz ulaş işlem bekle yap saygı bimeks müşteri hizmet ver bu yanıt kocaman bir yalan bu şirket çalış iq seviye düşük ol bu şirket çalış yolla printerı kaybet ol ya da sorumsuz ol 5 ay boyun ben fark müşteri temsil fark masal anlat yüzsüz çalış ol bir şirket ol kısa insan ve bir insan yap hata bazı bu şirket çalış da yap ol bu iş final bir özür kusur bak ol bir hata yerin sikayetvar.com üzeri mesaj  fatura gönder dolayı da iade işlem hemen yapı  gibi bir yalan başvur sikayetvar da her zaman gibi bu hemen çöz ol işaretle yani bimeks ben iade fatura iste ve ben 5 ay boyun bu gönder sürekli ilet kurmay çalış sorun çöz çalış onda dolayı iade işlem hemen yapı yaşa bu deneyim türkiyedeki e-ticaret sektör ne kadar vahim durum ol da göster bu sektör pasta büyük dilim sahip bu firma maalesef ticaret hayat tam gaz devam et insan mağdur et büyü devam et alışveriş besle bu gibi firma artık taviz ver gerek düşün müşteri sahtekar yanıtla ver tercih ede yalan bu tür firma uzak durul bir kez daha tavsiye et ',neg
'server ın fiş çek temiz teyze mesai kal yine site ulaş biraz biri gel tak fiş ',neg
'an itibari  beyaz eşya bimeks ten alın  konu  beyaz eşya da kaçır fırsat  içerik e-mail gönder yazı kuralı-dil bilgi hata ile duble yap bilgi bilişim ',neg
'bugün internet site  iş başvuru form  bölüm giriş yapı dumur uğrat şirket hayat ilk kez bir tekno/elektro-marketin iş alım kilo & boy bilgi iste gör ben bildik bu bilgi ya asker lazım ol ya da cast ajans gibi yer kayıt ol için gerek sporcu hiç değin bile bimeks bu bilgi hangi amaçla kullan akıl sır er mal sat bir manken eda mı satış yap öngör acaba ben gibi kısa boy ve ya uzun boy ama kikirik biri reyon ara gör müşteri göz zevk mi bozar yoksa aşırı kilo bir insan iyi satış yap mı düşün kilo boy denge orantı kur satış olumlu etkile galiba evet şimdi karşı intel core i 860  ı satış temsil güzel güzel yağmur su  nun*elinde geçer gör ',neg
'getir anakartların tüm 2 tane ram yuva sahip ol hiç yadırga ifade ede 4 gb kapasite ram ler yaygın çizim grafik oyun vs gibi konfigürasyonu zorla işle yap insan hitap et de ben yadırga ifade et başarı bimeks! ',neg
'4000 tl ver televizyon al kalk siz yüssüzce lojistik hizmet bedel talep ede firma darty bu işlem için para al gibi tv yi ev getir bırak eğer daha sonra kur iste tekrar gel kurul yap ',neg
'çok fark bir firma afedersiniz . telefon al kullan ürün çıktı götür değiş sağ ol yeni al ürün sürekli bozul dur laptop al indir son gün de 1 ay indir devam et satıcı bilgi blender ala bu karış yok nere diye sor eleman bu ürün karış yok de . ol kutu var de yok o görsel ol diye para satı al karış de fiyat o yüz uygun ne uygun kardeş bil desen kaybol de kimi yiyosun. su ısıt de teşhir son ürün göster bu yüzde indir de her halt bu yüzde indir peki bu zenci dildo de hop abi orda dur o ben özel de sat oğul sinema git ol fena haşla bilgi satıcı var söz öz git ürün al sinir boz ol ',neg
'müşteri hizmet bölüm yapı görüşme kendi 17:30  a kadar geri dönüş yap yön bilgilen eyvallah de sonra ara ve aran da ulaş hayır teknoloji market ',neg
'gör en irite , en yalan teknoloji firma teknosa bile bu kadar ol diye düşün 23 nisan a özel kampanya yap % 20 bütün ürün diye htc hd2 ala de indir ol söyle neden diye sor pda  larda indir yap de eyvallah de gazete ilan bak öyle bir ibare yok ney problem yok p.tesi sabah bimeksin site gir ne göreli % 18 kdv kadar indir bütün ürün , açıklama oku açıklama ; hat kontör ve turkcell temlik satış hariç tüm ürün %18 kdv kadar indir uygula yazı var dur de şimdi sıç ara müşteri hizmet ağız gel söyle kem de küm de 2 dk sonra htc hd2 ye bak turkcell temlik ol değiş şiktir edin bimeksi teknosa bile daha insan ',neg
'sipariş takip sayfa sorun var san güncel 2 gün önce satı al ürün biraz önce elim ulaş ancak sipariş takip sayfa hala  faturala kargo ver  yaz orda yaz güven dışarı çık kapı kal yani buna bi şey yap ',neg
'42  toshiba regza av lc tv yi yaptigi kampanya ile 3 ay ertele 12 ay taksit piyasa fiyatinin 400 tl asagisina sat sattigi lcd tv nin araba yuklenilirken farkedilen kutu muhtemelen nakliye sirasinda yedigi sert bir darbe dolayi - devasa deligi gorup ne bu dendiginde hemen degistiren pek bi sukela teknolojik market en azindan izmir forum bornovadaki boyle. ',pos
'fatura ve sevk adres farkli olmasi gibi gayet basit bir istegi secenek ol sunmasina ragmen faturayi ve ur dogru adres gondermeyi becer bir sanal alisveris site sahip sirket. ',neg
'ciddi bir ps3 kampanya yap bir bityeniği var diye düşün ama henüz bul http://www.bimeks.com.tr/…iling/26temmuz/2010-1.htm ',neg
'son alışveriş sonra teknosa mı daha kötü yoksa bimeks mi diye ciddi ciddi düşün başla 16 ağustos ta packard bell laptop sipariş et 4 çekirdek phenom işlemci dikkat gerçek ucuz diğer firma göre olay da burda bit zaten ucuz ol kan laptop 18 ağustos günü kargo şube ulaş kargo biz bölge geç gel için hemen sabah erken laptopumu al şube git ilk şok burda yaşa çünkü daha önce internetten bi çok alışveriş ol başka firma belli ki onlar çıta yüksek tut alış ya da çıta normal seviye tut ürün kutu naylon poşet için koy poşet de bimeks bant bantla bantın üzeri yaz yazı bak  bant veya poşet zarar gel bimeks sor kabul et  insan şimdi iste iste düşün şimdi hakkaten poşet veya bant hasar ol ben de ürün kargo kabul et ürün geri dönücek bi sürü uğraş internet üzeri de satış yap bir firma anlayış ürün en sorun ve en sağlam biçim  müşteri  ulaş ol tamam sorun çık çöz ama sorun çıkart müsait bir şekil davran ol ney ürün ev gel aç güzel sürpriz ben bekle kargo olay anla zaten ürün klavye üst kısım bulun açma/kapama tuş kablo bağlantı açık ol ol gibi gösterge yer al bölüm çatlak çizik var akıl ilk ant teşhir ürün kon raf gel sanki birisi ürün ordan zorla çıkarma çalış yap ol düşün iade edip et karar kal normal koşulla altın iade eder fakat şu yaz boyun masaustumun ekran kart bozul telefon ekran bozul gibi talih üzeri şu kadar ufacık bir şey için daha fazla üstün git karar al ve ürün geri yolla sonra içinde çık bi kullan kılavuz vari kağıt ilk önce ürün batarya şarj et gerek yaz eh hal sinir bozul biraz 2 saat bu mu bekliyeceğim gibi söylen pil tak şarj ol bekle başla şaşır ol şu ki ürün yarım saat şarj ol bu da kıllan üstün bir kıllan daha ekle ürün daha önce kullan dair yarım saat şarj ol laptop gör çünkü şarj ol sonra flash disk takt için server 2008 r2 işle sistem bir güzel kurt driverları yükle ara da monitör aşağı yukarı ayarla için uğraş sağ taraf menteşe ses yap fark et anla yarat sığın derviş mode o yap sabır sınav geç çalış sürpriz bit san değil mi yoo dost yoo o kadar kolay kurtulamassın şimdi alt paragraf geç 19 ağustos akşam bir oyun gir bir şey fark et siz de tahmin et ney fark et fark et şey genel ölü pik evet evet ölü pik o an anla ki sabır sınav bilgisayar geri gönder sınav değil bilgisayar iade edip para bekle sınav 20 ağustos öğlen saat bimeks müşteri hizmet ara durum bildir ben durum ilgi mail at o mail oku ve ek bulun dosya fatura ilgi bölüm birlikte doldur dikkat bura ürün kutu başka bir kutu için koy onlar alıcı öde kargo gönder iste evet adam naylon poşet gönder ürün için başka kutu geri gönder istiyolar ne hoş değil mi bak sonuç ne ol acaba ne zaman iade onay al para geri alabileceğiim merak bekle ',neg
'internet mağaza 36 lira klavye-mouse için 20 lira sevkiyat bedel iste (bkz: yuh) ',neg
'franchising e başla http://www.bimeks.com.tr/franchise/ ',nm
'tv tanıt bölüm koy koltuk konfor de yok arkadaş bütün ramazan boyun uyu için çok ideal bir mekan ol açıkcası.. ',pos
'%18 kadar kdv indir yap iddia edip asıl önce fiyat üzeri bindir sonra indir yap göz boya çalış firma evet teknoloji ürün al ama internetten de bihaber bari aptal yerin koy la ',neg
'şimdi ben bu arkadaş çiğ şube bayram önce bi hdd alay de git al ev de yakın memnun kal diyordum.yürümedim de fazla ney gel ev aç paket takt pc ye ide hdd ne master da ne de slave de görün bios da..bios u karış biraz kafa yor bayaa bi..baktım ol iyi de götür geri vere de al de e niye de bozuk servis göstericez bozuk mu değil mi öğrenicez ona göre ya değiştircez ya da para iade yapıcaz de tamam de ver aynı gün hafta da kullan bilgisayarı.hdd bozuk netekim. yeni keyfi al ayın 8 i i ürün al ara bayram da var aciliyetini de bildir dün ara öğren ürün salı günü(ayın 14ü) ver kargo çarşamba günü merkez ulaş kendi bi kontrol edeceklermiş.eğer bozuk iş hızlan i tamam güzel de perşembe günü ara hala merkez ürün ayın 16 sı). gönder teknik servis dün ara cuma i ben dön bugün de cumartesi ne güzel di mi ? ben bu entry i nerden mi yaz ayıp söyle kıç kaldır git çankaya dan 80 tl ye 500 gb samsung hdd al bi de 2 gb ram al borç ver arkadaş para geri ver sağolsun. şimdi bimeks de para al bekle ne zaman ver belli değil he bu ara bu şirket 250 gb ide hdd yi 120 tl ye al ki 40 lira kãrdayım sanki..bir de şirket tanı alışveriş yap şirket liste 1. sıradan giriş yap edit: ben ara ara yok..sizi gidi şimdi al git para geri bidaha tövbe ne bimeksten alışveriş yap ne de böyle tekno market diyip saçma sapan iş yap şirketlerden..kalkın gidi nere merkezi siz şehir bu iş araştırı fiyat araştırma yapı ora alın..yoksa bu el kal yanmışız..hayır ben zaten bu iş eski böyle yapardım.tembelliğime geldi..neyse kurtar paça ',neg
'müthiş hızlı bir internet mağaza sahip san metrocity dek şube gönder ürün hem diğer mağaza daha ucuz hem de öğleyin ver sipariş akşam kargo ertesi günü sabah elim 24 saat bile dol takdir et ürün de hiçbir sorun yaşa ',pos
'zihniyet kardesi vatan bilgisayar gibi son derece siradisi, fickle bitch bir fiyat belirle yontemleri var ur fiyatlari surekli degisir, ney ne oldugu belli degil. kdv indir yuzde o indir bil ne kredi kartina kampanya bil ne cilginligi gibi bir sur parametre is icine gir durum karisiyor. boyle oryantal vicik vicik bir durum ortay cikiyor. ikea nin  $u sofa gece yil 958 tl ydi, bu sene daha ucuz 956tl!  seyinin tam zitti olay ikea, yilda %1 degisiklik bile yap bimeks in fiyatlari gun icinde bile 10-15% dalgalaniyor. ',nm
'iki rakip marka için  iki de üret aynı zaten x birinci kalite y iki kalite  de müşteri yanıl satıcı görev ve bu konu kendi ilet bir özür dile yerin önce geçiş sonra salla ısrar ol da müşteri ilk isim hitap et  böyle bir bilgilen yap diye müşteri temsil istihdam ede elektronik hırdavat ',neg
'bir ürün bilgi al için telefon konuş son sinir boza firma isim sor ürün önce 3 tane sonra hiç yok diyip telefon kapat sonra aaa bir tane var 5 e kadar gel alın diye gittiğimdede aaa ben unut depo iş var arayamadımda yok bilgisayar sat gibi ilgi bilgi persone sahip firma bekle sırasındada aç uzun süre kullan paranparça kutu tamir edip kargo vere firma (bkz: bimeks teknoport) ',neg
'bura çalış bir insan evlat herhangi bir ürün ilgi bir soru sor ver cevap ben yaz bura ben de ev bu kullan performans süper.ulan bi ürün de ev kullan bi tane de memnun kal be ev ev değil silikon vadi amınakoyim. ',neg
'diyarbakır da aç mağaza müşteri hayvan muamele yap teknoloji hedesi. ',neg
'getir iphone ve ipad gibi ürün dolayı baş bilkom ve apple ile dert gir ve dava ol şirket ',neg
'bu beylikdüzü carrefour subesinde müsterilerden nefret et lcd tv lerin etiket karistirmislar, teshir iki farkli ürünü(biri 720p biri 1080p) ayni ürün oldugunu iddia ede görev ikna et git teknisadan aldik. ',neg
'altın çiz belir iste ki uzak durul gerek firma ayıp mal değiş ya da para iade yap iş zor sok başka dert yok ürün sat klasik ol kral muamele yap satış sonra hizmet ise yok savsakla gör gel 15 gün içinde değiş hak vs yalan efendi ha bir de personel nitelik ve vasıf alın sonra 15 gün içinde arıza laptopı ki 5 kere servis git sadece çalış sorun nükset bekle çok zeki çalış var yahu elektronik arıza bu kafa göre monitör renk kırmızı dön sonra geç laptop ı aç 10 dakka ekran bak arıza da nükset  aa bu ürün hiçbir arıza yok de ürün değiş  ne de al ürün testi yap için açar bil ne detay her ney işte kavga et mi lazım güzel sözde anlamıyo mu bi ürün dışardan bakın sorun tespit et meziyet var iş ne la orda git nasada filan çalış pezevenk böyle insan uğraştırıyosunuz ya zehir zıkkım ol o parala hikaye de şurdan oku #21410601 gidi vatan bilgisayar filan alın ne alacak en azı sorgu sual ürün al sorun tespit edip yeni ver ya da para iade teklif sun ',neg
'ayıp ürün ilgi işlem tüket zaman yalnız bırak şöyle ki bil kaç sene önce mağaza teşhir ürün ol bir telefon alın çünkü o telefon hiçbir mağaza kal telefon al sim kart tak üretim hata ol ekran arıza ol tespit et satı alım işlem 15 dakika sonra mağaza  ben az önce al ama arıza çıktı ya yeni veri ya da para iade edin  de ise  ol bir kere sim tak telefon bu yap sim tak arıza nasıl gör artık teknik servis veri onlar onar  diyip tüm çaba rağmen şahıs geri çevir onlar rapor göre değiş ücret iade eder bile de bimeks müşteri hizmet dahil bir tüket kısa süre dene her şey dene sonuç alın son çare ol genel müdür bu durum düzgün anlat bir e-posta yolla yap şikayet et bu şikayet e-postası da tüket hakem heyet git bir gün önce yolla sağolsun ki genel müdür durum anla ilgilen bu konu şahıs çok sevin bir karar alın sebep ol şahıs dikkat al sebep silsile yol git en son makam ol kendi ulaş ol gerek hak al için mutlaka üst düzey yönet başvur gerek bir firma ol bimeks. ',neg
'dün akşam 5 sıra alın ürün bugün kargo vere firma fena say bak gönder ürün nasıl çık ',pos
'iyi hoş ama izmir kipa mağaza bilgisayar telefon ve oyun dış kişi bakım ürün de yer ver hiç fena ol ',pos
'web site fiyat bölüm web e özel de fiyat mağaza git de nakit öde de al elektronik eşya satış firma iş mantık çöz web de alın yüzde 18 (kdv kadar indir yap ama mağaza ayak kadar git ürün nakit alın iste daha pahalı ol (bkz: mavi ekran ',neg
'çadır gün kesin kovala gerek teknolojik alet edevat sat mağaza ',pos
